price_date,close_price
2019-10-15,29.3811
2019-10-16,29.8159
2019-10-17,29.9049
2019-10-18,29.9938
2019-10-21,30.656
2019-10-22,30.8338
2019-10-23,31.0513
2019-10-24,30.992
2019-10-25,31.3477
2019-10-28,31.4663
2019-10-29,31.6936
2019-10-30,31.2489
2019-10-31,30.903
2019-11-01,31.4268
2019-11-04,32.0198
2019-11-05,32.4348
2019-11-06,32.4052
2019-11-07,32.84
2019-11-08,32.8697
2019-11-11,32.7906
2019-11-12,32.7017
2019-11-13,32.4052
2019-11-14,32.3162
2019-11-15,32.5435
2019-11-18,32.5732
2019-11-19,32.5534
2019-11-20,32.3064
2019-11-21,32.4546
2019-11-22,32.7906
2019-11-25,33.0772
2019-11-26,32.9586
2019-11-27,33.0278
2019-11-29,32.929
2019-12-02,33.0377
2019-12-03,32.4546
2019-12-04,32.761
2019-12-05,32.8802
2019-12-06,33.4565
2019-12-09,33.2975
2019-12-10,33.3174
2019-12-11,33.4267
2019-12-12,34.4601
2019-12-13,34.2216
2019-12-16,34.48
2019-12-17,34.8178
2019-12-18,34.8874
2019-12-19,34.7284
2019-12-20,34.7383
2019-12-23,34.947
2019-12-24,34.9967
2019-12-26,35.2948
2019-12-27,35.1259
2019-12-30,34.9271
2019-12-31,34.9967
